2014 01 14::11:47:50:018	75.5883309776676	10991.015370571255	55.27449509537541	-150.41126153690576	2.4040168629162806
2014 01 14::11:47:50:519	223.15691916625468	10470.195211517042	53.9912866937875	-124.3022214243484	3.7643680784608335
2014 01 14::11:47:50:519	117.94616688200854	13188.264726697918	55.51911015773348	-141.1606988038552	3.2017963230993707
2014 01 14::11:47:51:020	246.5469441866809	10586.502655195462	54.03619582482588	-119.91460463987673	3.8963751087077614
2014 01 14::11:47:51:020	134.925302561853	13266.375639469952	55.65648113791455	-129.62264705728813	3.31855211726666
2014 01 14::11:47:51:520	254.36734804070994	11545.06577705099	54.278945176640114	-119.21369267547766	4.316766173907716
2014 01 14::11:47:51:520	149.82345294899625	13866.609385884454	55.71640793740173	-129.04808409535698	3.5353925154455013
2014 01 14::11:47:52:020	262.13196055233414	11673.341298128082	54.4648411701365	-113.75416334985715	4.483060689033036
2014 01 14::11:47:52:020	151.287128296799	13888.623878729179	56.35754881427979	-128.8601220698729	4.1081917005766355
2014 01 14::11:47:52:521	285.45606569885575	12813.53151846114	54.89897387541354	-109.41923911466068	4.61173380420502
2014 01 14::11:47:52:521	166.16773655545302	14448.251729347594	6936.381632405626	-124.49168106938023	4.259416575732933
2014 01 14::11:47:53:021	298.69622939228003	14037.824528686127	55.032599342708096	-107.61129993945679	4.969110156310341
2014 01 14::11:47:53:021	192.0337969959376	15797.556207540698	56.492982764460024	-123.51991952194822	4.463585321447305
2014 01 14::11:47:53:521	316.31726592789676	19963.736313955214	55.22472670316914	-101.06557074717952	6.180241003145914
2014 01 14::11:47:53:521	244.25847883337903	19781.803899691742	57.16390480219879	-123.06325978416487	4.49894045491428
2014 01 14::11:47:54:021	322.2851483772923	20096.227781098685	55.30809388602065	-99.74102271889996	6.213852963096689
2014 01 14::11:47:54:021	248.33180801350562	25607.58483461342	57.36651891418254	-115.32577402903021	4.818544219773468
2014 01 14::11:47:54:522	351.2085867862803	24779.166458048006	55.52906591611673	-98.20997495585763	6.327092634824016
2014 01 14::11:47:54:522	285.92510498778836	28377.706559863447	57.84792163194719	-112.9185101729365	4.963142039388025
2014 01 14::11:47:55:022	359.79429535454534	25518.366954696536	55.57278245427288	-93.42998950364367	6.465107209387078
2014 01 14::11:47:55:022	297.2727878115977	29048.049234401184	58.03679160812369	-99.76686197889188	5.3572999710022495
2014 01 14::11:47:55:523	371.5397568371067	28521.573618180286	55.93827763121229	-92.12189852017895	6.752168498609712
2014 01 14::11:47:55:523	299.412274509817	31488.53569066463	58.632220454370994	-97.85229690493944	5.703143646087261
2014 01 14::11:47:56:023	400.36127916744647	31718.317059687175	56.04719146178439	-82.68085326130185	6.7663902211920535
2014 01 14::11:47:56:023	309.87830826197063	35064.36834932182	58.83583845444518	-97.67624318348558	5.818236372848473
2014 01 14::11:47:56:523	409.0231035986461	32811.96005596265	56.0478386402663	-81.70416496555964	6.780105164516748
2014 01 14::11:47:56:523	316.5585422519046	35717.15372021692	59.679411601379904	-96.25127941686608	5.9112689004583
2014 01 14::11:47:57:023	424.688325872185	33085.16370977709	56.88547547988642	-73.56946971682908	8.064940291143706
2014 01 14::11:47:57:023	331.75872510709945	36406.25569862744	60.73619925195395	-95.23478922932867	6.025784074035645
2014 01 14::11:47:57:524	446.39423104366847	35118.24079408771	60.781206788721455	-71.81052241975749	8.168591517641
2014 01 14::11:47:57:524	347.33439682044656	38816.809867986405	60.82621432548896	-87.99980045180766	6.325096342624303
2014 01 14::11:47:58:024	450.3240963601657	37083.05044826318	57.28465152805118	-62.33876931934799	8.622531217961916
2014 01 14::11:47:58:024	388.969784131426	42067.89903193006	61.26840139600631	-86.84596665539866	6.760033119784814
2014 01 14::11:47:58:524	462.62692302940735	39050.15463311467	7082.142297610754	-60.56953835694216	8.624777958929531
2014 01 14::11:47:58:524	420.6364084787455	43391.384959503244	61.50649533387731	-81.00564720011164	6.817478112199393
2014 01 14::11:47:59:024	466.5547193932318	43239.38231700207	58.10212647745616	-58.301044159685205	8.92791531851862
2014 01 14::11:47:59:024	463.1872999596828	45125.3544020109	62.252094955723706	-80.77923938505955	7.007923156761309
2014 01 14::11:47:59:524	477.78444212446203	44228.370235442504	58.192418240288205	-57.23474936239944	9.07154896000395
2014 01 14::11:47:59:524	472.85772253744096	48356.88025634668	63.13627384307296	-76.89342888083036	7.115547763858565
2014 01 14::11:48:00:025	488.7429562040517	44660.45151609399	7158.205956125658	-40.32583698072132	9.236413288546952
2014 01 14::11:48:00:025	485.2446077269691	48527.28300308891	63.42232036385953	-73.97459966325658	7.567072061332181
2014 01 14::11:48:00:526	495.0656471674597	45007.413407131455	58.354241259628296	-39.148446877485185	9.361885611953758
2014 01 14::11:48:00:526	496.94885511893784	49201.91998354353	63.724574658323704	-67.37719605788428	7.945462704556161
2014 01 14::11:48:01:026	495.1360374263838	45526.10497236862	59.096979293724594	-38.24140197002927	10.422895557194556
2014 01 14::11:48:01:026	508.1277017396423	51386.03827464943	63.795263847807874	-53.039998579992044	7.97169649697932
2014 01 14::11:48:01:527	497.2657801889641	45696.56078801171	59.645883306560506	-37.81526243092155	10.759186950356314
2014 01 14::11:48:01:527	510.6254474029163	51615.99943199682	63.84318578222303	-52.465095686623584	7.988684076101982
